Ver. 4 7 real time data, czwartek, 27 sierpieñ 2026 06:37:35
TEMPO	GIRI	LAMBDA	GAS	BENZ	PRESS	MAP	T.RID	T.GAS	LIV	SLOW	FAST	OX	MARKER	AUTOMARKER	ECUMARKER
132719	2108	0.480000	5.460000	4.440000	1.500000	0.380000	57.000000	6.000000	254	0.000000	0.000000	0.000000	0	0	0	
132938	2077	0.480000	4.930000	4.150000	1.490000	0.340000	57.000000	6.000000	254	0.000000	0.000000	0.000000	0	0	0	
133266	2050	0.480000	4.180000	3.420000	1.500000	0.290000	57.000000	6.000000	221	0.000000	0.000000	0.000000	0	0	0	
133531	2106	0.480000	3.560000	3.000000	1.500000	0.280000	57.000000	6.000000	249	0.000000	0.000000	0.000000	0	0	0	
133750	2057	0.480000	3.530000	3.030000	1.490000	0.270000	57.000000	6.000000	106	0.000000	0.000000	0.000000	0	0	0	
134000	2059	0.480000	3.480000	3.000000	1.500000	0.280000	57.000000	6.000000	254	0.000000	0.000000	0.000000	0	0	0	
134297	2039	0.480000	3.390000	2.890000	1.500000	0.270000	57.000000	6.000000	254	0.000000	0.000000	0.000000	0	0	0	
134516	2035	0.480000	3.350000	2.850000	1.490000	0.280000	57.000000	6.000000	108	0.000000	0.000000	0.000000	0	0	0	
134781	1997	0.480000	3.250000	2.760000	1.490000	0.280000	57.000000	6.000000	254	0.000000	0.000000	0.000000	0	0	0	
135016	1982	0.480000	3.310000	2.830000	1.490000	0.280000	57.000000	6.000000	135	0.000000	0.000000	0.000000	0	0	0	
135250	1982	0.480000	3.430000	2.950000	1.490000	0.290000	57.000000	6.000000	254	0.000000	0.000000	0.000000	0	0	0	
135453	1965	0.480000	3.460000	3.000000	1.500000	0.310000	57.000000	6.000000	254	0.000000	0.000000	0.000000	0	0	0	
135672	1970	0.480000	3.910000	3.260000	1.490000	0.330000	57.000000	6.000000	203	0.000000	0.000000	0.000000	0	0	0	
135922	1994	0.480000	4.180000	3.400000	1.480000	0.340000	57.000000	6.000000	106	0.000000	0.000000	0.000000	0	0	0	
136188	1977	0.480000	4.460000	3.610000	1.470000	0.360000	57.000000	6.000000	253	0.000000	0.000000	0.000000	0	0	0	
136406	1966	0.480000	4.570000	3.850000	1.480000	0.380000	57.000000	6.000000	107	0.000000	0.000000	0.000000	0	0	0	
136625	1962	0.480000	5.140000	4.260000	1.470000	0.410000	57.000000	6.000000	106	0.000000	0.000000	0.000000	0	0	0	
136875	1965	0.480000	5.600000	4.560000	1.470000	0.450000	57.000000	6.000000	105	0.000000	0.000000	0.000000	0	0	0	
137110	1947	0.480000	5.870000	4.830000	1.460000	0.460000	57.000000	6.000000	106	0.000000	0.000000	0.000000	0	0	0	
137344	1972	0.480000	6.220000	5.100000	1.470000	0.480000	57.000000	6.000000	106	0.000000	0.000000	0.000000	0	0	0	
137563	1980	0.480000	6.330000	5.180000	1.470000	0.490000	57.000000	6.000000	105	0.000000	0.000000	0.000000	0	0	0	
137797	1973	0.480000	6.330000	5.230000	1.460000	0.480000	57.000000	6.000000	106	0.000000	0.000000	0.000000	0	0	0	
138110	1987	0.480000	6.620000	5.410000	1.450000	0.490000	57.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
138313	1999	0.480000	6.770000	5.520000	1.470000	0.500000	57.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
138531	2006	0.480000	6.820000	5.540000	1.460000	0.500000	57.000000	7.000000	107	0.000000	0.000000	0.000000	0	0	0	
138781	2013	0.480000	6.740000	5.490000	1.460000	0.490000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
139016	2033	0.480000	7.100000	5.690000	1.460000	0.500000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
139219	2020	0.480000	6.870000	5.580000	1.450000	0.500000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
139469	2053	0.480000	6.730000	5.470000	1.470000	0.490000	57.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
139688	2046	0.480000	6.970000	5.610000	1.450000	0.480000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
139906	2073	0.480000	6.850000	5.570000	1.460000	0.480000	57.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
140125	2074	0.480000	6.730000	5.480000	1.460000	0.480000	57.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
140344	2073	0.480000	6.960000	5.640000	1.460000	0.480000	57.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
140547	2092	0.480000	6.940000	5.620000	1.470000	0.480000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
140781	2091	0.480000	6.720000	5.470000	1.470000	0.480000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
141063	2101	0.480000	6.870000	5.580000	1.470000	0.470000	57.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
141281	2104	0.480000	6.770000	5.520000	1.470000	0.470000	57.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
141485	2126	0.480000	6.740000	5.490000	1.470000	0.480000	57.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
141703	2122	0.480000	6.830000	5.590000	1.460000	0.470000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
141969	2147	0.480000	6.890000	5.610000	1.460000	0.470000	57.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
142203	2140	0.480000	6.730000	5.520000	1.450000	0.480000	57.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
142438	2162	0.480000	7.160000	5.790000	1.470000	0.470000	57.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
142735	2177	0.480000	6.990000	5.670000	1.460000	0.480000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
143000	2180	0.480000	6.930000	5.700000	1.460000	0.480000	57.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
143203	2182	0.480000	7.120000	5.760000	1.460000	0.480000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
143406	2193	0.480000	7.010000	5.690000	1.460000	0.480000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
143641	2192	0.480000	6.070000	5.020000	1.470000	0.440000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
143860	2191	0.480000	1.900000	0.760000	1.500000	0.360000	57.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
144063	2196	0.480000	4.610000	3.900000	1.500000	0.340000	57.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
144297	2187	0.480000	4.490000	3.670000	1.490000	0.330000	57.000000	7.000000	254	0.000000	0.000000	0.000000	0	0	0	
144563	2183	0.480000	4.490000	3.640000	1.490000	0.330000	57.000000	7.000000	252	0.000000	0.000000	0.000000	0	0	0	
144797	2186	0.480000	4.410000	3.540000	1.490000	0.330000	57.000000	7.000000	236	0.000000	0.000000	0.000000	0	0	0	
145047	2179	0.480000	4.180000	3.420000	1.490000	0.330000	57.000000	7.000000	134	0.000000	0.000000	0.000000	0	0	0	
145250	2174	0.480000	4.180000	3.430000	1.490000	0.330000	57.000000	7.000000	211	0.000000	0.000000	0.000000	0	0	0	
145469	2179	0.480000	4.320000	3.430000	1.490000	0.330000	57.000000	7.000000	248	0.000000	0.000000	0.000000	0	0	0	
145735	2162	0.480000	4.160000	3.390000	1.490000	0.330000	57.000000	7.000000	82	0.000000	0.000000	0.000000	0	0	0	
145938	2169	0.480000	4.180000	3.410000	1.490000	0.330000	57.000000	7.000000	173	0.000000	0.000000	0.000000	0	0	0	
146156	2152	0.480000	4.370000	3.490000	1.490000	0.340000	57.000000	7.000000	227	0.000000	0.000000	0.000000	0	0	0	
146391	2164	0.480000	4.150000	3.380000	1.480000	0.340000	57.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
146625	2159	0.480000	4.160000	3.380000	1.480000	0.340000	57.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
146891	2148	0.480000	4.180000	3.430000	1.480000	0.340000	57.000000	7.000000	81	0.000000	0.000000	0.000000	0	0	0	
147110	2162	0.480000	4.120000	3.360000	1.490000	0.330000	57.000000	7.000000	253	0.000000	0.000000	0.000000	0	0	0	
147391	2136	0.480000	4.180000	3.430000	1.480000	0.340000	57.000000	7.000000	254	0.000000	0.000000	0.000000	0	0	0	
147656	2126	0.480000	4.380000	3.500000	1.470000	0.340000	58.000000	7.000000	243	0.000000	0.000000	0.000000	0	0	0	
147891	2130	0.480000	4.560000	3.840000	1.470000	0.370000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
148141	2122	0.480000	4.880000	4.130000	1.480000	0.390000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
148375	2133	0.480000	5.120000	4.280000	1.480000	0.390000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
148610	2149	0.480000	5.250000	4.350000	1.460000	0.400000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
148860	2134	0.480000	5.520000	4.530000	1.470000	0.420000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
149094	2146	0.480000	5.930000	4.860000	1.470000	0.430000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
149313	2146	0.480000	6.050000	5.000000	1.460000	0.430000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
149563	2152	0.480000	5.970000	4.910000	1.460000	0.430000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
149781	2161	0.480000	1.990000	0.940000	1.450000	0.470000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
150000	2190	0.480000	9.530000	7.900000	1.440000	0.550000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
150250	2164	0.480000	9.300000	7.610000	1.450000	0.550000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
150485	2219	0.480000	8.190000	6.770000	1.460000	0.540000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
150688	2215	0.480000	8.190000	6.720000	1.450000	0.540000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
150891	2215	0.480000	8.080000	6.660000	1.470000	0.520000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
151110	2225	0.480000	7.900000	6.470000	1.460000	0.540000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
151313	2232	0.480000	7.870000	6.450000	1.450000	0.530000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
151563	2266	0.480000	7.790000	6.360000	1.460000	0.520000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
151781	2272	0.480000	6.390000	5.380000	1.480000	0.460000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
152094	2258	0.480000	4.680000	3.940000	1.500000	0.350000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
152313	2267	0.480000	4.650000	3.880000	1.490000	0.330000	58.000000	7.000000	154	0.000000	0.000000	0.000000	0	0	0	
152547	2262	0.480000	4.560000	3.730000	1.490000	0.330000	58.000000	7.000000	134	0.000000	0.000000	0.000000	0	0	0	
152781	2268	0.480000	4.490000	3.650000	1.480000	0.330000	58.000000	7.000000	97	0.000000	0.000000	0.000000	0	0	0	
153016	2283	0.480000	4.520000	3.680000	1.490000	0.330000	58.000000	7.000000	154	0.000000	0.000000	0.000000	0	0	0	
153250	2259	0.480000	4.410000	3.540000	1.480000	0.330000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
153453	2269	0.480000	4.430000	3.600000	1.490000	0.330000	58.000000	7.000000	235	0.000000	0.000000	0.000000	0	0	0	
153672	2264	0.480000	4.490000	3.560000	1.490000	0.330000	58.000000	7.000000	239	0.000000	0.000000	0.000000	0	0	0	
153906	2281	0.480000	4.400000	3.530000	1.480000	0.330000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
154172	2266	0.480000	4.430000	3.560000	1.480000	0.340000	58.000000	7.000000	77	0.000000	0.000000	0.000000	0	0	0	
154391	2264	0.480000	4.450000	3.590000	1.490000	0.330000	58.000000	7.000000	129	0.000000	0.000000	0.000000	0	0	0	
154656	2260	0.480000	4.360000	3.480000	1.480000	0.340000	58.000000	7.000000	85	0.000000	0.000000	0.000000	0	0	0	
154891	2254	0.480000	4.290000	3.450000	1.490000	0.340000	58.000000	7.000000	140	0.000000	0.000000	0.000000	0	0	0	
155110	2244	0.480000	4.180000	3.430000	1.490000	0.330000	58.000000	7.000000	96	0.000000	0.000000	0.000000	0	0	0	
155375	2257	0.470000	3.910000	3.250000	1.480000	0.320000	58.000000	7.000000	174	0.000000	0.000000	0.000000	0	0	0	
155641	2195	0.480000	3.300000	2.710000	1.500000	0.270000	58.000000	7.000000	180	0.000000	0.000000	0.000000	0	0	0	
155875	2223	0.470000	3.270000	2.570000	1.490000	0.260000	58.000000	7.000000	254	0.000000	0.000000	0.000000	0	0	0	
156125	2214	0.470000	3.210000	2.520000	1.490000	0.260000	58.000000	7.000000	254	0.000000	0.000000	0.000000	0	0	0	
156360	2198	0.470000	3.210000	2.540000	1.500000	0.260000	58.000000	7.000000	202	0.000000	0.000000	0.000000	0	0	0	
156594	2188	0.470000	3.210000	2.530000	1.490000	0.270000	58.000000	7.000000	254	0.000000	0.000000	0.000000	0	0	0	
156906	2193	0.470000	3.540000	2.910000	1.480000	0.310000	58.000000	7.000000	254	0.000000	0.000000	0.000000	0	0	0	
157141	2203	0.470000	3.920000	3.160000	1.480000	0.320000	58.000000	7.000000	85	0.000000	0.000000	0.000000	0	0	0	
157375	2163	0.470000	4.070000	3.330000	1.480000	0.340000	58.000000	7.000000	253	0.000000	0.000000	0.000000	0	0	0	
157625	2218	0.470000	4.680000	4.050000	1.460000	0.380000	58.000000	7.000000	97	0.000000	0.000000	0.000000	0	0	0	
157860	2170	0.470000	5.940000	4.870000	1.460000	0.450000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
158172	2192	0.470000	6.580000	5.410000	1.460000	0.500000	58.000000	7.000000	105	0.000000	0.000000	0.000000	0	0	0	
158406	2192	0.470000	6.630000	5.460000	1.450000	0.500000	58.000000	7.000000	107	0.000000	0.000000	0.000000	0	0	0	
158610	2199	0.470000	6.790000	5.540000	1.460000	0.500000	58.000000	7.000000	105	0.000000	0.000000	0.000000	0	0	0	
158828	2217	0.470000	7.090000	5.770000	1.440000	0.510000	58.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
159047	2223	0.470000	7.090000	5.780000	1.460000	0.520000	58.000000	7.000000	105	0.000000	0.000000	0.000000	0	0	0	
159297	2225	0.470000	7.440000	6.000000	1.460000	0.520000	58.000000	7.000000	105	0.000000	0.000000	0.000000	0	0	0	
159531	2237	0.470000	7.520000	6.080000	1.460000	0.520000	58.000000	7.000000	105	0.000000	0.000000	0.000000	0	0	0	
159750	2249	0.470000	7.580000	6.140000	1.460000	0.530000	58.000000	7.000000	105	0.000000	0.000000	0.000000	0	0	0	
160000	2254	0.470000	7.570000	6.180000	1.450000	0.530000	58.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
160203	2273	0.470000	7.180000	5.860000	1.470000	0.490000	58.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
160422	2263	0.470000	5.750000	4.820000	1.470000	0.420000	58.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
160656	2251	0.470000	5.560000	4.640000	1.470000	0.390000	58.000000	7.000000	107	0.000000	0.000000	0.000000	0	0	0	
160860	2247	0.470000	5.500000	4.570000	1.460000	0.380000	58.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
161063	2240	0.470000	5.520000	4.520000	1.460000	0.380000	58.000000	7.000000	231	0.000000	0.000000	0.000000	0	0	0	
161297	2257	0.470000	5.350000	4.400000	1.470000	0.380000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
161594	2214	0.470000	5.560000	4.560000	1.470000	0.380000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
161797	2227	0.470000	5.570000	4.570000	1.460000	0.390000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
162031	2235	0.470000	5.590000	4.600000	1.470000	0.380000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
162250	2224	0.470000	5.660000	4.670000	1.470000	0.390000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
162485	2235	0.470000	5.630000	4.640000	1.470000	0.390000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
162719	2216	0.470000	5.610000	4.620000	1.470000	0.390000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
162985	2223	0.470000	5.710000	4.690000	1.480000	0.390000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
163188	2238	0.470000	6.040000	4.980000	1.450000	0.420000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
163391	2235	0.470000	6.270000	5.190000	1.470000	0.430000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
163578	2227	0.470000	6.510000	5.370000	1.450000	0.440000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
163797	2238	0.470000	6.960000	5.680000	1.460000	0.460000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
164047	2220	0.470000	6.840000	5.600000	1.450000	0.470000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
164297	2225	0.470000	6.880000	5.640000	1.450000	0.460000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
164531	2243	0.470000	6.890000	5.650000	1.450000	0.460000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
164781	2245	0.470000	6.620000	5.450000	1.460000	0.450000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
164985	2257	0.470000	6.520000	5.480000	1.460000	0.460000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
165219	2264	0.470000	6.900000	5.660000	1.460000	0.450000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
165438	2273	0.470000	6.480000	5.440000	1.470000	0.440000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
165688	2287	0.470000	6.220000	5.230000	1.480000	0.430000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
165953	2287	0.470000	6.250000	5.260000	1.460000	0.420000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
166250	2291	0.470000	5.690000	4.750000	1.470000	0.390000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
166469	2277	0.470000	5.420000	4.470000	1.480000	0.370000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
166688	2262	0.470000	4.680000	4.010000	1.480000	0.340000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
166891	2262	0.470000	4.500000	3.650000	1.490000	0.320000	58.000000	7.000000	254	0.000000	0.000000	0.000000	0	0	0	
167125	2245	0.470000	4.370000	3.490000	1.490000	0.320000	58.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
167360	2245	0.470000	4.280000	3.440000	1.490000	0.320000	58.000000	7.000000	235	0.000000	0.000000	0.000000	0	0	0	
167578	2267	0.470000	4.290000	3.390000	1.500000	0.310000	58.000000	7.000000	194	0.000000	0.000000	0.000000	0	0	0	
167828	2231	0.470000	3.990000	3.290000	1.490000	0.320000	58.000000	7.000000	237	0.000000	0.000000	0.000000	0	0	0	
168047	2227	0.470000	3.950000	3.270000	1.490000	0.320000	58.000000	7.000000	91	0.000000	0.000000	0.000000	0	0	0	
168266	2237	0.470000	4.070000	3.230000	1.490000	0.310000	58.000000	7.000000	90	0.000000	0.000000	0.000000	0	0	0	
168516	2207	0.470000	4.030000	3.220000	1.480000	0.310000	58.000000	7.000000	181	0.000000	0.000000	0.000000	0	0	0	
168750	2212	0.470000	4.080000	3.250000	1.490000	0.320000	58.000000	7.000000	83	0.000000	0.000000	0.000000	0	0	0	
168969	2193	0.470000	3.970000	3.190000	1.490000	0.310000	58.000000	7.000000	152	0.000000	0.000000	0.000000	0	0	0	
169203	2188	0.470000	3.860000	3.140000	1.490000	0.320000	58.000000	7.000000	142	0.000000	0.000000	0.000000	0	0	0	
169422	2173	0.470000	3.920000	3.190000	1.490000	0.320000	58.000000	7.000000	81	0.000000	0.000000	0.000000	0	0	0	
169641	2174	0.470000	3.990000	3.220000	1.490000	0.320000	58.000000	7.000000	209	0.000000	0.000000	0.000000	0	0	0	
169891	2156	0.470000	3.940000	3.200000	1.490000	0.320000	58.000000	7.000000	172	0.000000	0.000000	0.000000	0	0	0	
170141	2159	0.470000	3.920000	3.190000	1.480000	0.320000	58.000000	7.000000	142	0.000000	0.000000	0.000000	0	0	0	
170391	2138	0.470000	3.930000	3.220000	1.480000	0.330000	58.000000	7.000000	240	0.000000	0.000000	0.000000	0	0	0	
170641	2137	0.470000	3.920000	3.200000	1.490000	0.330000	58.000000	7.000000	110	0.000000	0.000000	0.000000	0	0	0	
170969	2130	0.470000	3.950000	3.270000	1.480000	0.330000	58.000000	7.000000	121	0.000000	0.000000	0.000000	0	0	0	
171219	2121	0.470000	3.830000	3.170000	1.500000	0.320000	58.000000	7.000000	104	0.000000	0.000000	0.000000	0	0	0	
171453	2118	0.470000	3.900000	3.210000	1.490000	0.330000	58.000000	7.000000	141	0.000000	0.000000	0.000000	0	0	0	
171688	2121	0.470000	3.980000	3.260000	1.490000	0.330000	58.000000	7.000000	243	0.000000	0.000000	0.000000	0	0	0	
171906	2103	0.470000	3.910000	3.250000	1.480000	0.330000	58.000000	7.000000	76	0.000000	0.000000	0.000000	0	0	0	
172156	2094	0.470000	4.160000	3.380000	1.480000	0.340000	58.000000	7.000000	76	0.000000	0.000000	0.000000	0	0	0	
172375	2088	0.470000	4.380000	3.500000	1.480000	0.340000	58.000000	7.000000	75	0.000000	0.000000	0.000000	0	0	0	
172625	2080	0.470000	4.390000	3.520000	1.480000	0.350000	58.000000	7.000000	81	0.000000	0.000000	0.000000	0	0	0	
172844	2081	0.470000	4.520000	3.720000	1.470000	0.370000	58.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
173078	2073	0.470000	4.680000	4.040000	1.480000	0.390000	58.000000	7.000000	77	0.000000	0.000000	0.000000	0	0	0	
173313	2076	0.470000	4.810000	4.090000	1.470000	0.390000	58.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
173531	2077	0.470000	5.130000	4.250000	1.470000	0.390000	59.000000	7.000000	72	0.000000	0.000000	0.000000	0	0	0	
173766	2074	0.470000	5.450000	4.440000	1.450000	0.400000	59.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
173969	2076	0.470000	5.540000	4.500000	1.470000	0.410000	59.000000	7.000000	73	0.000000	0.000000	0.000000	0	0	0	
174172	2076	0.470000	5.780000	4.730000	1.460000	0.430000	59.000000	7.000000	74	0.000000	0.000000	0.000000	0	0	0	
174391	2074	0.470000	6.020000	4.910000	1.460000	0.430000	59.000000	7.000000	95	0.000000	0.000000	0.000000	0	0	0	
174656	2080	0.470000	6.060000	4.960000	1.470000	0.450000	59.000000	7.000000	105	0.000000	0.000000	0.000000	0	0	0	
174875	2080	0.470000	6.090000	5.000000	1.470000	0.440000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
175094	2087	0.470000	6.260000	5.150000	1.460000	0.440000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
175375	2094	0.470000	6.210000	5.090000	1.450000	0.450000	59.000000	7.000000	107	0.000000	0.000000	0.000000	0	0	0	
175719	2101	0.470000	6.340000	5.230000	1.470000	0.440000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
175938	2098	0.470000	6.320000	5.210000	1.460000	0.440000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
176141	2105	0.470000	6.240000	5.120000	1.460000	0.440000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
176375	2099	0.470000	6.410000	5.270000	1.460000	0.430000	59.000000	7.000000	105	0.000000	0.000000	0.000000	0	0	0	
176610	2108	0.470000	6.320000	5.210000	1.460000	0.430000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
176844	2110	0.470000	6.270000	5.150000	1.460000	0.430000	59.000000	7.000000	107	0.000000	0.000000	0.000000	0	0	0	
177110	2114	0.470000	6.360000	5.260000	1.450000	0.440000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
177313	2109	0.470000	6.420000	5.260000	1.460000	0.440000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
177547	2117	0.470000	6.270000	5.160000	1.470000	0.430000	59.000000	7.000000	105	0.000000	0.000000	0.000000	0	0	0	
177781	2109	0.470000	6.330000	5.220000	1.460000	0.430000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
177985	2129	0.470000	6.330000	5.220000	1.450000	0.430000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
178203	2122	0.470000	6.190000	5.110000	1.460000	0.430000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
178438	2118	0.470000	6.210000	5.090000	1.470000	0.420000	59.000000	7.000000	105	0.000000	0.000000	0.000000	0	0	0	
178656	2132	0.470000	6.150000	5.070000	1.470000	0.410000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
178875	2129	0.470000	6.000000	4.940000	1.460000	0.420000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
179110	2130	0.470000	5.950000	4.880000	1.470000	0.410000	59.000000	8.000000	106	0.000000	0.000000	0.000000	0	0	0	
179344	2133	0.470000	6.020000	4.960000	1.460000	0.410000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
179578	2141	0.470000	5.920000	4.850000	1.480000	0.410000	59.000000	8.000000	105	0.000000	0.000000	0.000000	0	0	0	
179813	2136	0.470000	5.770000	4.760000	1.460000	0.410000	59.000000	8.000000	106	0.000000	0.000000	0.000000	0	0	0	
180031	2138	0.470000	5.970000	4.900000	1.480000	0.400000	59.000000	7.000000	106	0.000000	0.000000	0.000000	0	0	0	
180328	2147	0.470000	5.780000	4.770000	1.480000	0.400000	59.000000	8.000000	106	0.000000	0.000000	0.000000	0	0	0	
180531	2137	0.470000	5.800000	4.740000	1.480000	0.400000	59.000000	8.000000	105	0.000000	0.000000	0.000000	0	0	0	
180750	2139	0.470000	5.540000	4.530000	1.480000	0.380000	59.000000	8.000000	106	0.000000	0.000000	0.000000	0	0	0	
180985	2126	0.470000	4.800000	4.070000	1.480000	0.350000	59.000000	8.000000	105	0.000000	0.000000	0.000000	0	0	0	
181250	2122	0.470000	4.390000	3.520000	1.490000	0.310000	59.000000	8.000000	214	0.000000	0.000000	0.000000	0	0	0	
181453	2076	0.470000	3.580000	3.030000	1.490000	0.270000	59.000000	8.000000	107	0.000000	0.000000	0.000000	0	0	0	
181656	2135	0.470000	3.450000	2.790000	1.490000	0.250000	59.000000	8.000000	120	0.000000	0.000000	0.000000	0	0	0	
181906	2102	0.470000	3.240000	2.700000	1.490000	0.250000	59.000000	8.000000	254	0.000000	0.000000	0.000000	0	0	0	
182141	2079	0.470000	3.210000	2.610000	1.490000	0.250000	59.000000	8.000000	254	0.000000	0.000000	0.000000	0	0	0	
182344	2073	0.470000	3.210000	2.600000	1.490000	0.250000	59.000000	8.000000	254	0.000000	0.000000	0.000000	0	0	0	
182578	2040	0.470000	3.210000	2.520000	1.490000	0.250000	59.000000	8.000000	254	0.000000	0.000000	0.000000	0	0	0	
