Ver. 4 7 real time data, pi¹tek, 28 sierpieñ 2026 06:49:29
TEMPO	GIRI	LAMBDA	GAS	BENZ	PRESS	MAP	T.RID	T.GAS	LIV	SLOW	FAST	OX	MARKER	AUTOMARKER	ECUMARKER
31265	685	0.410000	0.000000	5.330000	0.520000	0.500000	74.000000	17.000000	127	0.000000	0.000000	0.000000	0	0	0	
31500	634	0.410000	0.000000	0.850000	0.440000	0.580000	74.000000	17.000000	125	0.000000	0.000000	0.000000	0	0	0	
31719	662	0.410000	0.000000	0.930000	0.400000	0.620000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
31953	761	0.410000	0.000000	7.400000	0.430000	0.600000	74.000000	17.000000	123	0.000000	0.000000	0.000000	0	0	0	
32187	812	0.410000	0.000000	7.230000	0.470000	0.550000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
32406	783	0.410000	0.000000	6.200000	0.480000	0.540000	74.000000	17.000000	123	0.000000	0.000000	0.000000	0	0	0	
32609	701	0.410000	0.000000	6.420000	0.460000	0.560000	74.000000	17.000000	125	0.000000	0.000000	0.000000	0	0	0	
32844	775	0.410000	0.000000	6.660000	0.450000	0.570000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
33094	808	0.410000	0.000000	6.430000	0.500000	0.520000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
33312	852	0.410000	0.000000	5.360000	0.550000	0.470000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
33531	834	0.410000	0.000000	5.290000	0.560000	0.460000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
33765	868	0.410000	0.000000	4.920000	0.600000	0.420000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
33984	865	0.410000	0.000000	0.890000	0.610000	0.420000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
34203	856	0.410000	0.000000	4.750000	0.620000	0.400000	74.000000	17.000000	125	0.000000	0.000000	0.000000	0	0	0	
34500	837	0.410000	0.000000	5.100000	0.600000	0.420000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
34719	822	0.410000	0.000000	4.630000	0.590000	0.430000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
34922	828	0.410000	0.000000	4.680000	0.580000	0.450000	74.000000	17.000000	123	0.000000	0.000000	0.000000	0	0	0	
35125	801	0.410000	0.000000	4.790000	0.570000	0.450000	74.000000	17.000000	123	0.000000	0.000000	0.000000	0	0	0	
35359	826	0.410000	0.000000	4.960000	0.570000	0.450000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
35547	822	0.410000	0.000000	4.840000	0.590000	0.430000	74.000000	17.000000	125	0.000000	0.000000	0.000000	0	0	0	
35797	849	0.410000	0.000000	4.890000	0.580000	0.430000	74.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
36047	853	0.410000	0.000000	4.970000	0.580000	0.430000	74.000000	17.000000	125	0.000000	0.000000	0.000000	0	0	0	
36281	779	0.410000	0.000000	4.900000	0.560000	0.460000	74.000000	17.000000	107	0.000000	0.000000	0.000000	0	0	0	
36500	881	0.410000	0.000000	5.100000	0.570000	0.450000	74.000000	17.000000	108	0.000000	0.000000	0.000000	0	0	0	
36719	815	0.410000	0.000000	5.050000	0.560000	0.460000	74.000000	17.000000	107	0.000000	0.000000	0.000000	0	0	0	
36953	874	0.410000	0.000000	5.050000	0.580000	0.440000	75.000000	17.000000	107	0.000000	0.000000	0.000000	0	0	0	
37203	841	0.410000	0.000000	5.270000	0.590000	0.430000	75.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
37422	843	0.410000	0.000000	5.000000	0.590000	0.430000	75.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
37640	823	0.410000	0.000000	5.380000	0.570000	0.450000	75.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
37890	818	0.410000	0.000000	4.980000	0.570000	0.450000	75.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
38094	828	0.410000	0.000000	4.890000	0.550000	0.460000	75.000000	17.000000	107	0.000000	0.000000	0.000000	0	0	0	
38312	808	0.410000	0.000000	4.920000	0.540000	0.480000	75.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
38562	852	0.410000	0.000000	5.750000	0.510000	0.520000	75.000000	17.000000	125	0.000000	0.000000	0.000000	0	0	0	
38828	868	0.410000	0.000000	6.090000	0.490000	0.540000	75.000000	17.000000	124	0.000000	0.000000	0.000000	0	0	0	
39140	925	0.410000	0.000000	7.730000	0.430000	0.590000	75.000000	17.000000	157	0.000000	0.000000	0.000000	0	0	0	
39359	1014	0.410000	0.000000	7.520000	0.440000	0.580000	75.000000	17.000000	158	0.000000	0.000000	0.000000	0	0	0	
39578	1113	0.410000	0.000000	7.610000	0.440000	0.580000	75.000000	17.000000	157	0.000000	0.000000	0.000000	0	0	0	
39859	1210	0.410000	0.000000	7.020000	0.480000	0.540000	75.000000	17.000000	157	0.000000	0.000000	0.000000	0	0	0	
40078	1306	0.410000	0.000000	5.970000	0.520000	0.500000	75.000000	18.000000	180	0.000000	0.000000	0.000000	0	0	0	
40312	1389	0.410000	0.000000	5.850000	0.550000	0.470000	75.000000	18.000000	180	0.000000	0.000000	0.000000	0	0	0	
40578	1430	0.410000	0.000000	5.680000	0.560000	0.460000	75.000000	18.000000	180	0.000000	0.000000	0.000000	0	0	0	
40812	1406	0.410000	0.000000	0.800000	0.540000	0.470000	75.000000	18.000000	180	0.000000	0.000000	0.000000	0	0	0	
41031	1552	0.410000	0.000000	7.860000	0.470000	0.560000	75.000000	18.000000	180	0.000000	0.000000	0.000000	0	0	0	
41250	1666	0.410000	0.000000	9.520000	0.390000	0.630000	75.000000	18.000000	180	0.000000	0.000000	0.000000	0	0	0	
41469	1742	0.410000	0.000000	11.670000	0.270000	0.760000	75.000000	18.000000	180	0.000000	0.000000	0.000000	0	0	0	
41703	1912	0.410000	0.000000	10.640000	0.280000	0.750000	75.000000	18.000000	180	0.000000	0.000000	0.000000	0	0	0	
41906	2085	0.410000	0.000000	9.780000	0.310000	0.710000	75.000000	18.000000	254	0.000000	0.000000	0.000000	0	0	0	
42109	1919	0.410000	0.000000	0.000000	0.570000	0.450000	75.000000	18.000000	254	0.000000	0.000000	0.000000	0	0	0	
42359	1583	0.410000	0.000000	0.000000	0.620000	0.400000	75.000000	18.000000	254	0.000000	0.000000	0.000000	0	0	0	
42562	1281	0.410000	0.000000	0.000000	0.630000	0.390000	75.000000	18.000000	254	0.000000	0.000000	0.000000	0	0	0	
42812	1080	0.410000	0.000000	0.950000	0.620000	0.400000	75.000000	18.000000	124	0.000000	0.000000	0.000000	0	0	0	
43015	1287	0.410000	0.000000	7.550000	0.560000	0.470000	75.000000	18.000000	124	0.000000	0.000000	0.000000	0	0	0	
